Gene stable ID,Gene name
ENSGALG00000012429,BMP4
ENSGALG00000025302,SNORD71
ENSGALG00000025234,gga-mir-1696
ENSGALG00000000208,MCC
ENSGALG00000000357,ADAMDEC1
ENSGALG00000017860,SNORD94
ENSGALG00000034240,gga-mir-1670
ENSGALG00000001513,CNTRL
ENSGALG00000034163,CRTAP
ENSGALG00000021910,gga-mir-147
ENSGALG00000038614,SNORA81
ENSGALG00000009056,LCLAT1
ENSGALG00000025677,SCARNA8
ENSGALG00000001572,COMMD4
ENSGALG00000010323,BATF
ENSGALG00000039152,ZEB2_AS1_1
ENSGALG00000011452,ARPC2
ENSGALG00000010081,SH3D19
ENSGALG00000025627,SNORD47
ENSGALG00000029480,TMEM138
ENSGALG00000025416,gga-mir-1811
ENSGALG00000005079,VCL
ENSGALG00000012130,DNAJC24
ENSGALG00000005443,TMIE
ENSGALG00000024565,SNORA32
ENSGALG00000002653,NCBP3
ENSGALG00000036282,PRKAG1
ENSGALG00000017832,SNORD24
ENSGALG00000005628,COL9A3
ENSGALG00000029140,CRABP2
ENSGALG00000012394,NID2
ENSGALG00000014937,KPNA5
ENSGALG00000017870,SNORD24
ENSGALG00000005802,FLT4
ENSGALG00000037522,SBNO2
ENSGALG00000010610,SNX25
ENSGALG00000025681,SNORD123
ENSGALG00000015015,CYTL1
ENSGALG00000013775,CDH19
ENSGALG00000009748,ASNS
ENSGALG00000002952,NRG4
ENSGALG00000027749,Six3os1_7
ENSGALG00000008077,PAQR5
ENSGALG00000037702,NPS
ENSGALG00000028331,gga-mir-6573
ENSGALG00000041539,UNC93B1
ENSGALG00000028103,WT1-AS_7
ENSGALG00000016440,KLF11
ENSGALG00000004370,MAP2K6
ENSGALG00000018340,gga-mir-122-1
ENSGALG00000014210,GNPDA2
ENSGALG00000025423,gga-mir-1624
ENSGALG00000025185,SNORA35
ENSGALG00000008436,CRY2
ENSGALG00000029071,gga-mir-6586
ENSGALG00000026705,gga-mir-6656
ENSGALG00000024592,SNORA66
ENSGALG00000025294,gga-mir-1625
ENSGALG00000039333,SLC6A20
ENSGALG00000027935,gga-mir-6643
ENSGALG00000008282,ATG4A
ENSGALG00000026837,gga-mir-6640
ENSGALG00000025667,SNORA66
ENSGALG00000017128,SKA3
ENSGALG00000021782,gga-mir-146b
ENSGALG00000025782,gga-mir-6616
ENSGALG00000010088,RALGAPA1
ENSGALG00000025653,snoU85
ENSGALG00000003986,PITHD1
ENSGALG00000014615,LAMA1
ENSGALG00000025567,gga-mir-1686
ENSGALG00000026601,gga-mir-3530
ENSGALG00000041120,METTL24
ENSGALG00000010879,FGGY
ENSGALG00000008195,NPHP1
ENSGALG00000041048,gga-mir-3531
ENSGALG00000018299,gga-mir-1b
ENSGALG00000034125,SNORD121A
ENSGALG00000021634,MAP7D1
ENSGALG00000042056,gga-mir-1658
ENSGALG00000025641,SNORD121A
ENSGALG00000041299,E2F8
ENSGALG00000001223,PEX10
ENSGALG00000036359,RUVBL2
ENSGALG00000014717,ANKRD55
ENSGALG00000011696,JAG2
ENSGALG00000025220,gga-mir-1644
ENSGALG00000033748,gga-mir-7462
ENSGALG00000033938,ARHGAP26
ENSGALG00000025660,SNORD121A
ENSGALG00000006290,HS3ST4
ENSGALG00000018247,gga-mir-221
ENSGALG00000002216,NEK7
ENSGALG00000006876,CTSA
ENSGALG00000025701,SNORD5
ENSGALG00000025659,gga-mir-2129
ENSGALG00000014759,STYK1
ENSGALG00000026572,RGS5
ENSGALG00000037985,snoMe28S-Am982
ENSGALG00000018260,gga-mir-138-2
ENSGALG00000000632,CHTF8
ENSGALG00000032563,FBXO34
ENSGALG00000025164,gga-mir-1680
ENSGALG00000031436,SOX2OT_exon4
ENSGALG00000017462,FNIP1
ENSGALG00000038254,CUZD1
ENSGALG00000011021,C7orf31
ENSGALG00000021788,gga-mir-757
ENSGALG00000017866,SNORA28
ENSGALG00000007716,SLC37A4
ENSGALG00000030046,gga-mir-6576
ENSGALG00000003683,MED27
ENSGALG00000011076,SYNE3
ENSGALG00000026579,HOXA11-AS1_5
ENSGALG00000014258,LIMCH1
ENSGALG00000011237,DPH3
ENSGALG00000018313,gga-mir-196-1
ENSGALG00000018700,PLPP7
ENSGALG00000026469,snoZ196
ENSGALG00000027697,gga-mir-6646-2
ENSGALG00000028140,CNTFR
ENSGALG00000004040,MFAP3
ENSGALG00000031139,LSM3
ENSGALG00000025590,SCARNA16
ENSGALG00000025379,gga-mir-1712
ENSGALG00000043137,SMARCD3
ENSGALG00000029992,SMIM18
ENSGALG00000017295,PTHLH
ENSGALG00000026229,PIGY
ENSGALG00000025648,U4atac
ENSGALG00000025199,gga-mir-1555
ENSGALG00000030187,CAT
ENSGALG00000029319,UQCRB
ENSGALG00000017179,PDGFD
ENSGALG00000025158,gga-mir-1620
ENSGALG00000028165,U4atac
ENSGALG00000011101,URB2
ENSGALG00000029502,CLIC2
ENSGALG00000025678,snoU109
ENSGALG00000002453,ABCA7
ENSGALG00000035242,RMDN3
ENSGALG00000015103,CCDC171
ENSGALG00000025694,SNORA13
ENSGALG00000027449,gga-mir-6688
ENSGALG00000009397,LRRIQ4
ENSGALG00000025269,gga-mir-1635
ENSGALG00000007862,CNTN3
ENSGALG00000005071,MPP1
ENSGALG00000025603,SNORD69
ENSGALG00000015113,PTAR1
ENSGALG00000018329,gga-mir-203a
ENSGALG00000035912,CTIF
ENSGALG00000025470,gga-mir-1575
ENSGALG00000043428,FBXW4
ENSGALG00000025482,SNORD63
ENSGALG00000008293,SH3PXD2A
ENSGALG00000027517,gga-mir-3064
ENSGALG00000027519,gga-mir-6603
ENSGALG00000038338,GLYR1
ENSGALG00000040275,RCSD1
ENSGALG00000025709,SNORD63
ENSGALG00000018296,gga-mir-34a
ENSGALG00000007528,TCERG1
ENSGALG00000034351,SNORA2
ENSGALG00000027871,MAD2L1BP
ENSGALG00000025412,gga-mir-1632
ENSGALG00000012185,PLA2G12A
ENSGALG00000018336,gga-mir-137
ENSGALG00000040194,mascRNA-menRNA
ENSGALG00000010677,NRDE2
ENSGALG00000021783,gga-mir-375
ENSGALG00000025424,gga-mir-1416
ENSGALG00000002192,PTPRC
ENSGALG00000012137,KTN1
ENSGALG00000025278,gga-mir-449c
ENSGALG00000026923,uc_338
ENSGALG00000028553,gga-mir-6704
ENSGALG00000008457,RIN2
ENSGALG00000005450,CCDC66
ENSGALG00000009682,VEPH1
ENSGALG00000040223,gga-mir-7463
ENSGALG00000025563,gga-mir-1629
ENSGALG00000025762,uc_338
ENSGALG00000003578,FN1
ENSGALG00000003398,ADAM9
ENSGALG00000025462,gga-mir-1780
ENSGALG00000018309,gga-mir-135a-3
ENSGALG00000028077,uc_338
ENSGALG00000021220,PPP1R3D
ENSGALG00000010974,GSC
ENSGALG00000033054,C18orf8
ENSGALG00000042867,gga-mir-1559
ENSGALG00000018243,gga-let-7c
ENSGALG00000003211,POLDIP2
ENSGALG00000029143,uc_338
ENSGALG00000025510,gga-mir-1559
ENSGALG00000025309,gga-mir-1667
ENSGALG00000029044,uc_338
ENSGALG00000005845,SLC7A5
ENSGALG00000029083,NXPH2
ENSGALG00000025200,gga-mir-1721
ENSGALG00000004204,MINDY2
ENSGALG00000020417,ISCA2
ENSGALG00000026814,uc_338
ENSGALG00000018335,gga-mir-199-2
ENSGALG00000013715,DLC1
ENSGALG00000018244,gga-mir-125b-2
ENSGALG00000027142,RPL32
ENSGALG00000009811,TATDN3
ENSGALG00000006593,CLDN18
ENSGALG00000027297,uc_338
ENSGALG00000024502,gga-mir-101-2
ENSGALG00000025343,gga-mir-1788
ENSGALG00000004455,USP34
ENSGALG00000025936,uc_338
ENSGALG00000025244,gga-mir-1733
ENSGALG00000004971,URM1
ENSGALG00000028256,CCL19
ENSGALG00000030226,gga-mir-6553
ENSGALG00000039567,gga-mir-124b
ENSGALG00000028775,uc_338
ENSGALG00000023142,PTGER3
ENSGALG00000025848,gga-mir-6622
ENSGALG00000039975,gga-mir-124b
ENSGALG00000007641,LDB1
ENSGALG00000026157,uc_338
ENSGALG00000021778,gga-mir-429
ENSGALG00000006418,PDPK1
ENSGALG00000027997,uc_338
ENSGALG00000018290,gga-mir-30d
ENSGALG00000005338,RPS21
ENSGALG00000041371,UNC13A
ENSGALG00000026675,gga-mir-6568
ENSGALG00000014712,SLC38A9
ENSGALG00000026693,uc_338
ENSGALG00000025535,gga-mir-1554
ENSGALG00000025404,gga-mir-1590
ENSGALG00000033790,MAN2A2
ENSGALG00000039266,gga-mir-3594
ENSGALG00000029296,MPI
ENSGALG00000009903,IFNG
ENSGALG00000027940,uc_338
ENSGALG00000018326,gga-mir-302a
ENSGALG00000002542,GUSB
ENSGALG00000036933,gga-mir-3594
ENSGALG00000017185,TMEM123
ENSGALG00000043616,gga-mir-1763
ENSGALG00000027781,uc_338
ENSGALG00000014342,TEAD4
ENSGALG00000013861,TNFAIP3
ENSGALG00000028904,gga-mir-6551
ENSGALG00000027256,uc_338
ENSGALG00000025376,gga-mir-1747
ENSGALG00000026482,uc_338
ENSGALG00000018354,gga-mir-27b
ENSGALG00000009551,DYNC1I2
ENSGALG00000031859,NKX3-2
ENSGALG00000028326,HSD11B2
ENSGALG00000037974,5_8S_rRNA
ENSGALG00000041768,gga-mir-7443
ENSGALG00000005737,SGSM2
ENSGALG00000040629,5_8S_rRNA
ENSGALG00000018236,gga-mir-29b-1
ENSGALG00000045374,GINS4
ENSGALG00000014877,EMB
ENSGALG00000033755,gga-mir-1662
ENSGALG00000040310,5_8S_rRNA
ENSGALG00000010039,BABAM2
ENSGALG00000025188,gga-mir-1662
ENSGALG00000037964,5_8S_rRNA
ENSGALG00000039206,ARID5A
ENSGALG00000030859,GNAS
ENSGALG00000009823,PTPRE
ENSGALG00000025501,gga-mir-1705
ENSGALG00000007254,ARHGAP12
ENSGALG00000033831,5_8S_rRNA
ENSGALG00000026687,PLCD4
ENSGALG00000038523,gga-mir-7477
ENSGALG00000029001,YRDC
ENSGALG00000010978,ANGPTL3
ENSGALG00000031676,5_8S_rRNA
ENSGALG00000009611,EIF2AK4
ENSGALG00000025539,gga-mir-1724
ENSGALG00000032776,WDR7
ENSGALG00000031184,5_8S_rRNA
ENSGALG00000026791,gga-mir-6690
ENSGALG00000015128,AQP4
ENSGALG00000029496,5_8S_rRNA
ENSGALG00000025173,gga-mir-1676
ENSGALG00000005066,DPM2
ENSGALG00000005616,ARSI
ENSGALG00000007676,EME1
ENSGALG00000040387,5_8S_rRNA
ENSGALG00000012214,RAB3GAP1
ENSGALG00000018274,gga-mir-181b-2
ENSGALG00000016919,IRG1
ENSGALG00000029228,5_8S_rRNA
ENSGALG00000001316,CPNE2
ENSGALG00000025286,gga-mir-1750
ENSGALG00000032087,MC5R
ENSGALG00000001383,HTR4
ENSGALG00000005725,CSF1R
ENSGALG00000034783,5_8S_rRNA
ENSGALG00000018306,gga-mir-34c
ENSGALG00000009787,CLRN3
ENSGALG00000004562,HVCN1
ENSGALG00000029987,5_8S_rRNA
ENSGALG00000035498,INPP5D
ENSGALG00000004174,VPS26A
ENSGALG00000042496,5_8S_rRNA
ENSGALG00000025548,gga-mir-1803
ENSGALG00000003601,ATP2B4
ENSGALG00000001860,RSBN1
ENSGALG00000037275,5_8S_rRNA
ENSGALG00000041077,gga-mir-7464
ENSGALG00000013064,NSUN2
ENSGALG00000031202,5_8S_rRNA
ENSGALG00000034962,gga-mir-1731
ENSGALG00000005936,AGTR2
ENSGALG00000026715,MIF4GD
ENSGALG00000025381,gga-mir-1664
ENSGALG00000037550,5_8S_rRNA
ENSGALG00000032567,SPINK6
ENSGALG00000001633,DUSP26
ENSGALG00000030434,gga-mir-130b
ENSGALG00000003529,SYNC
ENSGALG00000043550,5_8S_rRNA
ENSGALG00000046000,ICE2
ENSGALG00000025276,gga-mir-1592
ENSGALG00000027634,CLDN20
ENSGALG00000036379,5_8S_rRNA
ENSGALG00000020201,CEP44
ENSGALG00000011109,MAPK10
ENSGALG00000040925,RNF215
ENSGALG00000004355,MCU
ENSGALG00000003297,HDAC1
ENSGALG00000029424,JPH3
ENSGALG00000006273,MYLK2
ENSGALG00000026432,gga-mir-6543
ENSGALG00000038372,PRDM8
ENSGALG00000042503,HSPBP1
ENSGALG00000006568,TM9SF4
ENSGALG00000007224,HGS
ENSGALG00000012598,NAA35
ENSGALG00000014836,Lpin2
ENSGALG00000016481,PUM2
ENSGALG00000015315,TRIM14
ENSGALG00000030305,XRG8
ENSGALG00000001664,PTPN9
ENSGALG00000002246,DENND1B
ENSGALG00000037545,GRIP2
ENSGALG00000008475,ARRDC1
ENSGALG00000005638,IL2RG
ENSGALG00000035230,CSMD1
ENSGALG00000045530,TMEM81
ENSGALG00000000102,UBE2T
ENSGALG00000030942,KMT5C
ENSGALG00000015573,FHL5
ENSGALG00000016684,RHAG
ENSGALG00000004959,IRS1
ENSGALG00000018353,gga-mir-23b
ENSGALG00000010314,NEK9
ENSGALG00000012569,FBXO7
ENSGALG00000006462,PPP2CA
ENSGALG00000002544,PCDH12
ENSGALG00000039124,KLHL3
ENSGALG00000024112,PSMD11
ENSGALG00000004837,CCNDBP1
ENSGALG00000012612,FBP2
ENSGALG00000039575,AMD1
ENSGALG00000008623,TOR4A
ENSGALG00000004285,HNF4A
ENSGALG00000002283,MAPKAPK3
ENSGALG00000038884,SRL
ENSGALG00000016997,RB1
ENSGALG00000002470,CYP27A1
ENSGALG00000038776,SYDE2
ENSGALG00000006205,GTF2B
ENSGALG00000015141,GDA
ENSGALG00000033894,MEA1
ENSGALG00000017627,TWNK
ENSGALG00000009366,ASIC5
ENSGALG00000039983,EEPD1
ENSGALG00000005323,DIRAS2
ENSGALG00000002907,MYL1
ENSGALG00000010287,IPP
ENSGALG00000041795,WWP1
ENSGALG00000008500,RBSN
ENSGALG00000030397,TRIM27.1
ENSGALG00000009788,SMYD2
ENSGALG00000005285,TBX4
ENSGALG00000001845,PHTF1
ENSGALG00000023411,CD180
ENSGALG00000002922,NOTCH2
ENSGALG00000002804,RND2
ENSGALG00000003325,KMT5A
ENSGALG00000010007,EAPP
ENSGALG00000040325,EMC2
ENSGALG00000016232,RPL8
ENSGALG00000002883,SCAPER
ENSGALG00000011498,TCAIM
ENSGALG00000013310,MAEA
ENSGALG00000000275,KCTD9
ENSGALG00000043103,PREP2
ENSGALG00000004098,STK4
ENSGALG00000004244,TTPAL
ENSGALG00000017154,ZC3H12C
ENSGALG00000006712,RSPH14
ENSGALG00000031294,MPLKIP
ENSGALG00000004238,MRM2
ENSGALG00000011868,SNAPC1
ENSGALG00000044342,HINT3
ENSGALG00000007151,BRWD3
ENSGALG00000039408,PNPLA6
ENSGALG00000015091,HAUS6
ENSGALG00000041662,OPN4-1
ENSGALG00000033237,5_8S_rRNA
ENSGALG00000030031,TTPA
ENSGALG00000006113,ZNF326
ENSGALG00000029549,5_8S_rRNA
ENSGALG00000038223,WHRN
ENSGALG00000032305,DHX8
ENSGALG00000035356,5_8S_rRNA
ENSGALG00000002445,KIAA0319L
ENSGALG00000001418,GUCA1B
ENSGALG00000030717,5_8S_rRNA
ENSGALG00000028928,LCAT
ENSGALG00000005266,BEAN1
ENSGALG00000034983,CDX2
ENSGALG00000022991,SMIM20
ENSGALG00000033943,HYI
ENSGALG00000033134,5_8S_rRNA
ENSGALG00000008810,FAM161A
ENSGALG00000005985,GDF10
ENSGALG00000037464,WDR27
ENSGALG00000030925,LHPP
ENSGALG00000037963,5_8S_rRNA
ENSGALG00000002189,SNX1
ENSGALG00000032790,SCRIB
ENSGALG00000042508,KRI1
ENSGALG00000032227,5_8S_rRNA
ENSGALG00000004841,APLNR
ENSGALG00000018311,gga-mir-29b-2
ENSGALG00000007121,TNFSF8
ENSGALG00000014038,CDC123
ENSGALG00000038912,5_8S_rRNA
ENSGALG00000019087,RFXAP
ENSGALG00000014115,SLAIN2
ENSGALG00000043728,SCN8A
ENSGALG00000003072,RPA1
ENSGALG00000026704,GPX8
ENSGALG00000035736,5_8S_rRNA
ENSGALG00000043359,RRP9
ENSGALG00000005305,ACKR2
ENSGALG00000009498,NPY1R
ENSGALG00000004170,ADA
ENSGALG00000006842,ACOT8
ENSGALG00000030993,5_8S_rRNA
ENSGALG00000026808,TMEM72
ENSGALG00000027736,gga-mir-3533
ENSGALG00000016635,MXRA5
ENSGALG00000036940,5_8S_rRNA
ENSGALG00000014421,LCORL
ENSGALG00000025545,gga-mir-1816
ENSGALG00000001850,RARS
ENSGALG00000041531,5_8S_rRNA
ENSGALG00000007653,RAE1
ENSGALG00000025326,gga-mir-1560
ENSGALG00000042816,TP53BP2
ENSGALG00000032019,5_8S_rRNA
ENSGALG00000003935,PBLD
ENSGALG00000028030,gga-mir-6547
ENSGALG00000029977,5_8S_rRNA
ENSGALG00000009452,GALNT16
ENSGALG00000027356,gga-mir-6623
ENSGALG00000017196,ARHGAP42
ENSGALG00000039615,MSN
ENSGALG00000037350,gga-mir-7b
ENSGALG00000041496,5_8S_rRNA
ENSGALG00000028738,gga-mir-6660
ENSGALG00000028481,gga-mir-6549
ENSGALG00000039824,5_8S_rRNA
ENSGALG00000026207,CNTF
ENSGALG00000003466,AKR1B1L
ENSGALG00000003819,ADAP1
ENSGALG00000026966,gga-mir-6620
ENSGALG00000001225,RABGAP1
ENSGALG00000007886,PAMR1
ENSGALG00000005689,Pax-2
ENSGALG00000015170,VPS13A
ENSGALG00000036423,5_8S_rRNA
ENSGALG00000002325,IGFALS
ENSGALG00000040262,5_8S_rRNA
ENSGALG00000025491,gga-mir-1669
ENSGALG00000016284,TAB3
ENSGALG00000004956,GPI
ENSGALG00000028430,gga-mir-6589
ENSGALG00000032544,ALDH5A1
ENSGALG00000040449,5_8S_rRNA
ENSGALG00000000276,FBXL17
ENSGALG00000025252,gga-mir-1568
ENSGALG00000002908,TRAIP
ENSGALG00000019361,FAM19A2
ENSGALG00000005206,ACSL3
ENSGALG00000012124,PELI2
ENSGALG00000029561,5_8S_rRNA
ENSGALG00000021021,ARL4C
ENSGALG00000026996,gga-mir-6609
ENSGALG00000031349,gga-mir-1577
ENSGALG00000030505,5_8S_rRNA
ENSGALG00000038771,TECRL
ENSGALG00000005801,CHRNA4
ENSGALG00000028454,gga-mir-6687
ENSGALG00000032409,SAMD3
ENSGALG00000043542,5_8S_rRNA
ENSGALG00000030668,gga-mir-6662
ENSGALG00000015233,ATP1B1
ENSGALG00000035079,RPSA
ENSGALG00000031175,LZTR1
ENSGALG00000018300,gga-mir-133c
ENSGALG00000041751,5_8S_rRNA
ENSGALG00000027794,gga-mir-6548
ENSGALG00000033216,5_8S_rRNA
ENSGALG00000040579,faf
ENSGALG00000026364,ASAH1
ENSGALG00000008818,IDH1
ENSGALG00000042119,MIP
ENSGALG00000028518,gga-mir-6662
ENSGALG00000040165,5_8S_rRNA
ENSGALG00000037997,RGS22
ENSGALG00000035083,5_8S_rRNA
ENSGALG00000025221,gga-mir-449b
ENSGALG00000032234,MARCH5
ENSGALG00000016186,PDE9A
ENSGALG00000015306,OSTM1
ENSGALG00000028501,DCK
ENSGALG00000009817,ZNF770
ENSGALG00000035025,gga-mir-551
ENSGALG00000025698,5_8S_rRNA
ENSGALG00000028315,gga-mir-6696
ENSGALG00000033551,5_8S_rRNA
ENSGALG00000002683,DECR2
ENSGALG00000026107,gga-mir-2954
ENSGALG00000039473,NOP53
ENSGALG00000028916,uc_338
ENSGALG00000039869,PYURF
ENSGALG00000025448,gga-mir-1463
ENSGALG00000013822,TXLNB
ENSGALG00000000729,PPP1R8
ENSGALG00000035621,WDR83
ENSGALG00000030451,uc_338
ENSGALG00000027726,gga-mir-6637-2
ENSGALG00000027522,uc_338
ENSGALG00000027600,gga-mir-6637-2
ENSGALG00000009262,FGB
ENSGALG00000039644,uc_338
ENSGALG00000008652,CXorf56
ENSGALG00000018293,gga-mir-133a-2
ENSGALG00000027476,PLEKHG5
ENSGALG00000005014,AIPL1
ENSGALG00000035472,ZNF292
ENSGALG00000026454,uc_338
ENSGALG00000019524,FAM206A
ENSGALG00000027468,gga-mir-6682
ENSGALG00000015339,RPL24
ENSGALG00000008357,TPCN1
ENSGALG00000028569,uc_338
ENSGALG00000010005,EPAS1
ENSGALG00000030407,IL6R
ENSGALG00000015958,EIF2AK3
ENSGALG00000028837,gga-mir-6567
ENSGALG00000033162,PSMD3
ENSGALG00000028552,uc_338
ENSGALG00000042031,GPX2
ENSGALG00000025525,gga-mir-1799
ENSGALG00000024507,gga-mir-22
ENSGALG00000026417,uc_338
ENSGALG00000038648,gga-mir-2130
ENSGALG00000034987,GGCL1
ENSGALG00000032652,gga-mir-1698-1
ENSGALG00000026105,uc_338
ENSGALG00000016102,CYP26B1
ENSGALG00000026073,gga-mir-6628
ENSGALG00000040873,MRPL3
ENSGALG00000038707,gga-mir-1604
ENSGALG00000027741,uc_338
ENSGALG00000012220,CDKN3
ENSGALG00000026386,gga-mir-6587
ENSGALG00000017122,SGCG
ENSGALG00000016309,KLHL31
ENSGALG00000037742,gga-mir-1552
ENSGALG00000042871,SLIT1
ENSGALG00000025957,uc_338
ENSGALG00000018276,gga-mir-126
ENSGALG00000012525,FMNL2
ENSGALG00000003162,RETREG3
ENSGALG00000029961,gga-mir-6582
ENSGALG00000039141,CERS2
ENSGALG00000027404,uc_338
ENSGALG00000033604,gga-mir-1755
ENSGALG00000036988,gga-mir-122-2
ENSGALG00000011069,FIGN
ENSGALG00000040136,PSTPIP2
ENSGALG00000027360,uc_338
ENSGALG00000025543,gga-mir-1557
ENSGALG00000031122,NTNG1
ENSGALG00000042501,gga-mir-122-2
ENSGALG00000001501,MAPK1
ENSGALG00000027850,uc_338
ENSGALG00000034510,VPS16
ENSGALG00000025861,gga-mir-6670
ENSGALG00000028975,FRMPD3
ENSGALG00000040138,gga-mir-1807
ENSGALG00000026082,uc_338
ENSGALG00000025202,gga-mir-1671
ENSGALG00000002988,PHGDH
ENSGALG00000025427,gga-mir-1807
ENSGALG00000040672,IGFBP4
ENSGALG00000029983,ANGPT1
ENSGALG00000028053,uc_338
ENSGALG00000037726,MARCKS
ENSGALG00000029828,gga-mir-3540
ENSGALG00000002759,PEAK1
ENSGALG00000018257,gga-mir-204-2
ENSGALG00000010291,RBPMS
ENSGALG00000027034,uc_338
ENSGALG00000005232,USP54
ENSGALG00000023188,NANP
ENSGALG00000025516,gga-mir-1753
ENSGALG00000034250,HS6ST2
ENSGALG00000032239,GCHFR
ENSGALG00000039219,ADAMTS14
ENSGALG00000026889,uc_338
ENSGALG00000034014,C2CD2L
ENSGALG00000027840,gga-mir-6681
ENSGALG00000012206,CGRRF1
ENSGALG00000026599,uc_338
ENSGALG00000013609,MTRF1L
ENSGALG00000012007,ST13
ENSGALG00000025233,gga-mir-1722
ENSGALG00000030844,DMTF1
ENSGALG00000025793,uc_338
ENSGALG00000006525,NCAPG2
ENSGALG00000026773,gga-mir-222a
ENSGALG00000010613,ZFYVE9
ENSGALG00000012966,ZBTB2
ENSGALG00000016617,NCOA1
ENSGALG00000027606,U2
ENSGALG00000018352,gga-mir-7-1
ENSGALG00000017010,SPRYD7
ENSGALG00000045427,UPP2
ENSGALG00000017921,U2
ENSGALG00000031754,KCNG2
ENSGALG00000025576,gga-mir-1715
ENSGALG00000005377,WWOX
ENSGALG00000043501,gga-mir-1693
ENSGALG00000030431,U2
ENSGALG00000013943,FIP1L1
ENSGALG00000003299,NSD3
ENSGALG00000029498,NUDT19
ENSGALG00000027236,gga-mir-6699
ENSGALG00000024984,SNORD74
ENSGALG00000007930,MAP2K5
ENSGALG00000009028,BTBD3
ENSGALG00000033561,DGKB
ENSGALG00000012176,LYPD1
ENSGALG00000027673,gga-mir-6618
ENSGALG00000025283,SNORD98
ENSGALG00000003323,OSGIN1
ENSGALG00000025197,gga-mir-1673
ENSGALG00000012361,NIN
ENSGALG00000043180,gga-mir-1697
ENSGALG00000035182,CMKLR1
ENSGALG00000030493,ENTPD3
ENSGALG00000004162,SLC16A6
ENSGALG00000028232,DLEU2_5
ENSGALG00000028814,gga-mir-6665
ENSGALG00000007266,ZNF438
ENSGALG00000035384,TMEM241
ENSGALG00000025217,gga-mir-1697
ENSGALG00000025687,ACA64
ENSGALG00000038292,TMEM258
ENSGALG00000018304,gga-let-7a-2
ENSGALG00000018317,gga-mir-194
ENSGALG00000040294,SNORD61
ENSGALG00000031681,M6PR
ENSGALG00000025521,gga-mir-1602
ENSGALG00000025241,gga-mir-1801
ENSGALG00000025014,SNORD61
ENSGALG00000014501,FGFBP2
ENSGALG00000015433,ABCA1
ENSGALG00000005549,CUEDC1
ENSGALG00000027482,SNTB2
ENSGALG00000018259,gga-mir-184
ENSGALG00000027100,gga-mir-6571
ENSGALG00000042723,SCARNA7
ENSGALG00000026712,gga-mir-6654
ENSGALG00000012186,CASP6
ENSGALG00000002152,GABRP
ENSGALG00000021738,SNORD49
ENSGALG00000008135,SATB2
ENSGALG00000041854,FAM184B
ENSGALG00000026804,gga-mir-6707
ENSGALG00000008267,IL5RA
ENSGALG00000001158,UIMC1
ENSGALG00000040384,gga-mir-1749
ENSGALG00000015066,WASF1
ENSGALG00000025493,SNORD111
ENSGALG00000025245,gga-mir-1655
ENSGALG00000025319,SNORD111
ENSGALG00000011544,BCL2L14
ENSGALG00000006861,COQ7
ENSGALG00000004386,SOX9
ENSGALG00000011375,RNF25
ENSGALG00000033744,gga-mir-7469
ENSGALG00000038023,SNORD111
ENSGALG00000004068,FAM114A2
ENSGALG00000025175,gga-mir-1642
ENSGALG00000005401,WNT9A
ENSGALG00000005395,POLR1E
ENSGALG00000001688,SEPT5
ENSGALG00000017853,SNORA29
ENSGALG00000028446,gga-mir-204-1
ENSGALG00000014903,ITGA2
ENSGALG00000025517,SNORA14
ENSGALG00000027668,gga-mir-6686
ENSGALG00000009499,NPY5R
ENSGALG00000026983,CHRD
ENSGALG00000003744,ADAM19
ENSGALG00000012075,DTX3L
ENSGALG00000043208,TRAFD1
ENSGALG00000025669,SNORA56
ENSGALG00000025534,gga-mir-1728
ENSGALG00000002893,STC2
ENSGALG00000032721,EDCH4
ENSGALG00000037380,SOX2OT_exon1
ENSGALG00000039171,RAD52
ENSGALG00000040645,gga-mir-7445-1
ENSGALG00000025679,SNORD11B
ENSGALG00000028586,gga-mir-6588
ENSGALG00000023099,ZDHHC22
ENSGALG00000007892,SPAG6
ENSGALG00000017867,SNORA74
ENSGALG00000021232,TGM6
ENSGALG00000025532,gga-mir-1813-1
ENSGALG00000003204,MED22
ENSGALG00000001600,DVL1
ENSGALG00000025475,gga-mir-1586
ENSGALG00000027414,gga-mir-6560
ENSGALG00000017846,SNORA55
ENSGALG00000009288,RNPS1
ENSGALG00000025380,gga-mir-1775
ENSGALG00000025388,gga-mir-1581
ENSGALG00000017848,SNORA55
ENSGALG00000025403,gga-mir-1815
ENSGALG00000040758,INSR
ENSGALG00000012395,PLEKHG1
ENSGALG00000017847,SNORA55
ENSGALG00000021723,gga-mir-489
ENSGALG00000004675,RGS9BP
ENSGALG00000026265,gga-mir-6612
ENSGALG00000042607,RSPO3
ENSGALG00000041373,ARAP2
ENSGALG00000025261,gga-mir-1584
ENSGALG00000011445,AAMP
ENSGALG00000003677,NTNG2
ENSGALG00000010822,SPATA4
ENSGALG00000025605,SCARNA23
ENSGALG00000009677,UBP
ENSGALG00000004628,CTNS
ENSGALG00000027202,gga-mir-6585
ENSGALG00000018263,gga-mir-135a-1
ENSGALG00000003401,FBXL22
ENSGALG00000025593,snoZ17
ENSGALG00000025297,gga-mir-1700
ENSGALG00000025674,SNORD127
ENSGALG00000027464,gga-mir-6692
ENSGALG00000029634,gga-mir-7439
ENSGALG00000015835,GRIK1
ENSGALG00000017808,snoU83B
ENSGALG00000034982,CYP11A1
